Image,YOLOv8 Detections,YOLOv8 Time (s),Faster R-CNN Detections,Faster R-CNN Time (s),SSD Detections,SSD Time (s)
DOR_S1_115.jpg,{},2.4263010025024414,{},1.1545722484588623,{},0.15384244918823242
0c6ca56a6104ee69.jpg,{},0.6888167858123779,{},0.03519630432128906,{},0.025556564331054688
4c97a04e77fbb839.jpg,"{'chair': 1, 'dining table': 1, 'couch': 1, 'suitcase': 1, 'book': 3}",0.7561736106872559,"{'Label 62': 2, 'Label 33': 1, 'Label 67': 1, 'Label 84': 16, 'Label 63': 2, 'Label 44': 2, 'Label 65': 1}",0.034415483474731445,{'SSD Object': 3},0.026003599166870117
262dd05d50281235.jpg,{},0.6295437812805176,{},0.03514909744262695,{},0.025463581085205078
1f64ae7c9ddade84.jpg,"{'potted plant': 2, 'chair': 4, 'bed': 1, 'book': 1, 'person': 1, 'tv': 1, 'remote': 1}",0.6239266395568848,"{'Label 64': 3, 'Label 62': 6, 'Label 63': 1, 'Label 84': 2, 'Label 65': 1, 'Label 85': 1, 'Label 47': 1, 'Label 75': 1}",0.03573346138000488,{'SSD Object': 3},0.02618098258972168
7e0ad693d944c119.jpg,{'bottle': 1},0.623875617980957,"{'Label 82': 1, 'Label 44': 7, 'Label 84': 4, 'Label 47': 2}",0.03549075126647949,{'SSD Object': 1},0.026792287826538086
0d57d247bfb1be21.jpg,"{'bicycle': 1, 'potted plant': 1, 'person': 1, 'vase': 1, 'backpack': 1}",0.6288726329803467,"{'Label 1': 1, 'Label 27': 1, 'Label 2': 1, 'Label 64': 2, 'Label 86': 1}",0.03448915481567383,{'SSD Object': 2},0.025900602340698242
0c21d3029041dcca.jpg,{},0.622506856918335,{},0.033745527267456055,{},0.02642512321472168
0c77673996e69163.jpg,"{'person': 1, 'refrigerator': 1, 'bottle': 18, 'sink': 1, 'oven': 1, 'microwave': 1}",0.6280066967010498,"{'Label 1': 1, 'Label 44': 29, 'Label 81': 2, 'Label 79': 1, 'Label 82': 2, 'Label 55': 1, 'Label 50': 1}",0.03447079658508301,{'SSD Object': 7},0.026990652084350586
images1.jpeg,{'scissors': 1},0.6276595592498779,"{'Label 87': 1, 'Label 43': 1}",0.03418540954589844,{'SSD Object': 2},0.02533411979675293
35e319bc1fb875a6.jpg,"{'suitcase': 1, 'potted plant': 1}",0.6256473064422607,"{'Label 33': 4, 'Label 64': 1}",0.03560638427734375,{'SSD Object': 1},0.026118993759155273
514.png,{'bed': 1},0.6336736679077148,"{'Label 84': 13, 'Label 65': 1, 'Label 27': 1, 'Label 86': 1, 'Label 63': 1, 'Label 62': 1}",0.03452324867248535,{'SSD Object': 2},0.0266878604888916
52f7e4f43ef61dd5.jpg,{},0.625321626663208,{},0.034557342529296875,{},0.025430917739868164
76c6d0cca62ba225.jpg,"{'chair': 1, 'refrigerator': 1}",0.6278562545776367,"{'Label 62': 1, 'Label 82': 1}",0.034429311752319336,{'SSD Object': 2},0.03034210205078125
0d120a5f5b1011d1.jpg,"{'car': 2, 'person': 3}",0.6263647079467773,"{'Label 3': 3, 'Label 1': 3}",0.034759521484375,{},0.025762319564819336
0e332233f4825d0c.jpg,"{'person': 1, 'refrigerator': 2, 'toilet': 1}",0.6273019313812256,"{'Label 1': 1, 'Label 70': 1, 'Label 82': 1, 'Label 31': 1, 'Label 47': 1, 'Label 85': 1}",0.034920692443847656,{'SSD Object': 1},0.030840158462524414
0d9a27555510c6c2.jpg,{},0.6290059089660645,{},0.034616947174072266,{},0.02576470375061035
7b0abb1b7d8e62fd.jpg,"{'cup': 4, 'bowl': 1}",0.6262290477752686,"{'Label 47': 10, 'Label 64': 1, 'Label 51': 2, 'Label 86': 2, 'Label 82': 1, 'Label 67': 1, 'Label 62': 2}",0.0344996452331543,{},0.026320457458496094
8c0ce81d2f584ae7.jpg,"{'refrigerator': 1, 'chair': 3, 'oven': 1, 'bottle': 1}",0.6248917579650879,"{'Label 62': 4, 'Label 82': 2, 'Label 81': 6, 'Label 67': 4, 'Label 51': 3, 'Label 86': 2, 'Label 47': 2}",0.03439903259277344,{'SSD Object': 5},0.030068635940551758
0cc9ed0f1d55ad74.jpg,{'bed': 1},0.6239025592803955,"{'Label 65': 1, 'Label 84': 1, 'Label 27': 1, 'Label 44': 1}",0.03449511528015137,{'SSD Object': 1},0.030684709548950195
7b11d670d99d1150.jpg,{},0.6256866455078125,{},0.03400850296020508,{'SSD Object': 1},0.027216434478759766
0fa2960d145c66b8.jpg,"{'vase': 1, 'bottle': 3, 'cup': 2, 'sink': 2, 'bowl': 2}",0.6325252056121826,"{'Label 86': 1, 'Label 44': 4, 'Label 51': 2, 'Label 81': 8, 'Label 47': 3, 'Label 64': 1}",0.03551936149597168,{'SSD Object': 1},0.02740621566772461
12715afbcec55ada.jpg,"{'person': 3, 'refrigerator': 2, 'bottle': 5}",0.6252799034118652,"{'Label 1': 5, 'Label 44': 14, 'Label 77': 1, 'Label 82': 1}",0.03473782539367676,{'SSD Object': 3},0.02610611915588379
4d3d3cdcf68ae183.jpg,"{'person': 1, 'refrigerator': 1, 'bottle': 9}",0.6303060054779053,"{'Label 1': 1, 'Label 82': 2, 'Label 44': 10, 'Label 47': 2, 'Label 31': 1}",0.03441953659057617,{'SSD Object': 2},0.02595353126525879
91d3ab02785e48de.jpg,{},0.624802827835083,"{'Label 79': 1, 'Label 51': 1}",0.03436017036437988,{'SSD Object': 1},0.0260922908782959
d605fc35bb8d32a3.jpg,{'teddy bear': 1},0.6253838539123535,"{'Label 88': 1, 'Label 18': 1, 'Label 47': 1, 'Label 1': 1}",0.034322500228881836,{'SSD Object': 1},0.030398845672607422
51e33ffbe112a894.jpg,{},0.6248512268066406,{},0.03429007530212402,{'SSD Object': 1},0.03193235397338867
6ac770706bc0e3f6.jpg,"{'refrigerator': 1, 'bottle': 2, 'orange': 1}",0.6276772022247314,"{'Label 82': 6, 'Label 44': 13}",0.03439784049987793,{'SSD Object': 2},0.025427579879760742
2b14997b1b16a397.jpg,{'chair': 2},0.6299543380737305,"{'Label 62': 3, 'Label 86': 2, 'Label 82': 1}",0.035414695739746094,{'SSD Object': 3},0.02774190902709961
067b31e56323505d.jpg,"{'refrigerator': 1, 'toaster': 1}",0.6290714740753174,"{'Label 82': 1, 'Label 70': 1, 'Label 80': 1, 'Label 78': 1}",0.03426814079284668,{'SSD Object': 2},0.025814294815063477
603dd33e938d9611.jpg,{'refrigerator': 1},0.6271226406097412,"{'Label 82': 2, 'Label 44': 3, 'Label 1': 2, 'Label 84': 2}",0.034296512603759766,{'SSD Object': 1},0.027019023895263672
4267079863bd27fa.jpg,"{'refrigerator': 1, 'oven': 2}",0.6261215209960938,"{'Label 82': 2, 'Label 79': 6, 'Label 78': 2, 'Label 62': 2, 'Label 80': 1, 'Label 81': 1}",0.03415489196777344,{'SSD Object': 1},0.026110172271728516
65fd844bc8bc5666.jpg,"{'person': 1, 'book': 1}",0.6328449249267578,"{'Label 1': 1, 'Label 84': 1, 'Label 32': 1}",0.034334421157836914,{'SSD Object': 1},0.025400161743164062
d4b569658ae0a30c.jpg,{},0.6278698444366455,{},0.034165143966674805,{},0.02631664276123047
007bae2adf43dd31.jpg,"{'chair': 4, 'tv': 1, 'clock': 1, 'mouse': 2, 'book': 1}",0.6257116794586182,"{'Label 72': 3, 'Label 85': 2, 'Label 62': 2, 'Label 84': 18, 'Label 79': 1, 'Label 75': 1, 'Label 74': 1, 'Label 44': 1}",0.03489494323730469,{'SSD Object': 2},0.04016399383544922
0eb31e09509587fc.jpg,{'car': 1},0.625866174697876,{'Label 3': 2},0.035376548767089844,{'SSD Object': 1},0.032816171646118164
c8d7361c8e81ab81.jpg,"{'refrigerator': 1, 'bowl': 3, 'bottle': 5}",0.6333296298980713,"{'Label 44': 8, 'Label 51': 5, 'Label 82': 4, 'Label 1': 2, 'Label 47': 1, 'Label 84': 2}",0.03616642951965332,{'SSD Object': 6},0.030462980270385742
0ceb42b98417b88c.jpg,"{'person': 2, 'handbag': 1}",0.6309967041015625,"{'Label 1': 2, 'Label 15': 1, 'Label 31': 1, 'Label 82': 2}",0.03949856758117676,{'SSD Object': 1},0.03132462501525879
4413ebcc67201cff.jpg,"{'refrigerator': 1, 'person': 1, 'couch': 1, 'microwave': 1, 'vase': 1, 'potted plant': 2, 'oven': 2, 'bowl': 1, 'banana': 1}",0.6261603832244873,"{'Label 1': 1, 'Label 86': 1, 'Label 79': 3, 'Label 64': 1, 'Label 82': 2, 'Label 81': 2, 'Label 51': 3, 'Label 78': 1, 'Label 52': 3, 'Label 62': 1, 'Label 67': 1}",0.03457236289978027,{'SSD Object': 3},0.027814865112304688
0fc8334c3b65dcf0.jpg,{'laptop': 1},0.6263196468353271,"{'Label 73': 1, 'Label 62': 1, 'Label 79': 1}",0.033930301666259766,{'SSD Object': 1},0.025673866271972656
698fd32de47964e2.jpg,{},0.6286249160766602,{},0.03387904167175293,{},0.02555060386657715
0bda614ac5f8d5bb.jpg,{},0.6186912059783936,{},0.03459906578063965,{},0.026114225387573242
3a4aa6f2e2d333cc.jpg,"{'refrigerator': 2, 'person': 1, 'bottle': 9, 'oven': 1}",0.6263141632080078,"{'Label 1': 1, 'Label 44': 14, 'Label 82': 2, 'Label 79': 1}",0.03432345390319824,{'SSD Object': 3},0.025861501693725586
094c8f781c8411e0.jpg,"{'refrigerator': 1, 'person': 2, 'clock': 2}",0.6220636367797852,"{'Label 1': 2, 'Label 82': 1, 'Label 85': 2, 'Label 81': 1}",0.03437495231628418,{'SSD Object': 4},0.02590346336364746
4e9b6116d0225860.jpg,"{'refrigerator': 1, 'sink': 1, 'oven': 1, 'bottle': 1}",0.6252672672271729,"{'Label 82': 1, 'Label 79': 4, 'Label 81': 3, 'Label 44': 1}",0.03473782539367676,{'SSD Object': 4},0.027930259704589844
6d8001ea79c02334.jpg,"{'refrigerator': 1, 'apple': 1}",0.6318988800048828,"{'Label 82': 2, 'Label 62': 1, 'Label 44': 5, 'Label 53': 2, 'Label 51': 1, 'Label 67': 1}",0.036032915115356445,{'SSD Object': 2},0.0263364315032959
8b0a4ac1e348e48e.jpg,"{'refrigerator': 1, 'bowl': 2}",0.6272914409637451,"{'Label 51': 8, 'Label 60': 3, 'Label 79': 2, 'Label 77': 1, 'Label 50': 4, 'Label 49': 1, 'Label 84': 2, 'Label 59': 1}",0.034398794174194336,{'SSD Object': 2},0.02645087242126465
d4e1dc2f2326a8b0.jpg,"{'chair': 3, 'refrigerator': 1, 'microwave': 3, 'vase': 3, 'cup': 2, 'potted plant': 2, 'oven': 1, 'bottle': 1, 'dining table': 1, 'sink': 1}",0.6358442306518555,"{'Label 64': 2, 'Label 86': 4, 'Label 78': 2, 'Label 62': 4, 'Label 79': 5, 'Label 46': 1, 'Label 44': 3, 'Label 51': 4, 'Label 82': 1, 'Label 67': 2, 'Label 47': 1}",0.03503155708312988,{'SSD Object': 6},0.027935504913330078
0d2090ea279cafee.jpg,"{'person': 1, 'vase': 1}",0.6289613246917725,"{'Label 1': 2, 'Label 86': 1}",0.034615516662597656,{'SSD Object': 1},0.02637791633605957
0ce830f1e03e9ec3.jpg,{'bird': 1},0.6313753128051758,{'Label 64': 4},0.034388065338134766,{},0.026548147201538086
85ccc9bbdf4d6985.jpg,"{'bed': 1, 'teddy bear': 1}",0.6309764385223389,"{'Label 62': 2, 'Label 65': 1, 'Label 18': 1, 'Label 63': 1, 'Label 88': 1, 'Label 17': 1}",0.03483152389526367,{'SSD Object': 3},0.02704787254333496
DOR_S1_122.jpg,{},0.6267344951629639,{'Label 77': 1},0.0345914363861084,{'SSD Object': 1},0.025362730026245117
00d0ed2f962c1a74.jpg,{'person': 1},0.631065845489502,"{'Label 1': 1, 'Label 75': 4}",0.03442978858947754,{'SSD Object': 1},0.026433706283569336
c1673594e5ca4212.jpg,"{'person': 1, 'refrigerator': 1}",0.6265773773193359,"{'Label 1': 2, 'Label 79': 2, 'Label 62': 1, 'Label 82': 1, 'Label 18': 1, 'Label 49': 1}",0.03452277183532715,{'SSD Object': 1},0.027793407440185547
7a2b01b452bdb117.jpg,"{'person': 1, 'oven': 2}",0.63551926612854,"{'Label 1': 2, 'Label 79': 5, 'Label 78': 1, 'Label 62': 1, 'Label 84': 1}",0.03606009483337402,{'SSD Object': 1},0.026598215103149414
6f6de5cebeda8cf7.jpg,"{'refrigerator': 1, 'chair': 3, 'oven': 1, 'microwave': 1, 'sink': 1}",0.6266376972198486,"{'Label 79': 7, 'Label 82': 1, 'Label 78': 1, 'Label 62': 4, 'Label 81': 2, 'Label 47': 1, 'Label 50': 1, 'Label 67': 1}",0.036069393157958984,{'SSD Object': 4},0.027213096618652344
06d3587094d5c496.jpg,"{'apple': 1, 'bowl': 1}",0.633021354675293,"{'Label 51': 5, 'Label 53': 2, 'Label 72': 1, 'Label 79': 1}",0.03620266914367676,{'SSD Object': 3},0.02710270881652832
0e1c63e30964dc3b.jpg,{'potted plant': 1},0.6307685375213623,{'Label 64': 2},0.03462076187133789,{},0.03166484832763672
0df12f74a8fcc05e.jpg,{},0.6307306289672852,"{'Label 1': 2, 'Label 7': 1}",0.03469133377075195,{'SSD Object': 1},0.0267179012298584
gold-cabinet-hardware.jpg,{'vase': 2},0.6282904148101807,"{'Label 86': 4, 'Label 49': 1, 'Label 44': 2, 'Label 50': 1}",0.03487658500671387,{},0.0269930362701416
d2c8e22257059647.jpg,"{'cup': 8, 'bottle': 11, 'oven': 1, 'spoon': 1}",0.6357681751251221,"{'Label 44': 23, 'Label 47': 16, 'Label 50': 1, 'Label 51': 1, 'Label 49': 1, 'Label 67': 1, 'Label 46': 1}",0.03467226028442383,{},0.02724003791809082
130071b5f0ee3fee.jpg,{'bottle': 26},0.6257579326629639,"{'Label 44': 56, 'Label 82': 2, 'Label 47': 1}",0.03490161895751953,{'SSD Object': 13},0.028250932693481445
259cffd5e01c616c.jpg,{},0.6297931671142578,{},0.0340580940246582,{},0.024832725524902344
02a9c760af8f7a08.jpg,"{'refrigerator': 1, 'oven': 1}",0.6345765590667725,"{'Label 82': 3, 'Label 79': 1}",0.03417706489562988,{'SSD Object': 2},0.025939226150512695
04d2b124f5bff6ce.jpg,{},0.6264653205871582,{},0.03474116325378418,{},0.024959325790405273
55bf2e82882b5470.jpg,"{'refrigerator': 1, 'bottle': 2}",0.62925124168396,"{'Label 44': 3, 'Label 82': 3, 'Label 72': 1, 'Label 78': 1}",0.03435516357421875,{'SSD Object': 2},0.026196718215942383
97b611449d459dbd.jpg,{},0.6284215450286865,"{'Label 85': 1, 'Label 89': 1, 'Label 90': 1}",0.03464150428771973,{'SSD Object': 1},0.03417038917541504
00ca2179c6ccfc86.jpg,"{'refrigerator': 1, 'sink': 1, 'bottle': 2, 'potted plant': 1}",0.6332461833953857,"{'Label 44': 5, 'Label 82': 2, 'Label 81': 1, 'Label 90': 3}",0.03463459014892578,{'SSD Object': 2},0.028793811798095703
1b8116a074361a4c.jpg,"{'couch': 2, 'chair': 5, 'dining table': 1, 'clock': 1}",0.6385197639465332,"{'Label 62': 10, 'Label 63': 2, 'Label 85': 1, 'Label 53': 11, 'Label 86': 2, 'Label 84': 1, 'Label 55': 1, 'Label 67': 1, 'Label 51': 1}",0.03517580032348633,{'SSD Object': 5},0.028343677520751953
e75c980c218966f0.jpg,"{'microwave': 1, 'oven': 1, 'bottle': 1, 'cup': 1, 'chair': 1, 'dining table': 1, 'bowl': 1, 'couch': 1, 'person': 1}",0.6344377994537354,"{'Label 79': 1, 'Label 44': 1, 'Label 78': 1, 'Label 62': 1, 'Label 47': 2, 'Label 1': 2, 'Label 63': 2, 'Label 85': 1, 'Label 75': 1, 'Label 77': 1, 'Label 67': 1}",0.03445243835449219,{'SSD Object': 2},0.028078317642211914
5de300995c93ef8b.jpg,"{'refrigerator': 1, 'bottle': 12}",0.6366357803344727,"{'Label 82': 3, 'Label 44': 28, 'Label 51': 1}",0.034587860107421875,{'SSD Object': 6},0.035353660583496094
55e95a2fb13f7017.jpg,{},0.6269757747650146,{'Label 62': 1},0.0362546443939209,{},0.025959491729736328
0bafa9469a8047f7.jpg,"{'person': 2, 'bottle': 2}",0.6296718120574951,"{'Label 1': 2, 'Label 44': 2, 'Label 72': 1, 'Label 51': 1, 'Label 47': 1}",0.0346376895904541,{'SSD Object': 2},0.025840044021606445
0d065e63cc8f31f6.jpg,{},0.6214935779571533,{'Label 38': 1},0.03992629051208496,{},0.03453946113586426
